,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
910,2018,7.08,SP.DYN.CDRT.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
911,2019,7.09,SP.DYN.CDRT.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
912,2020,7.07,SP.DYN.CDRT.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
913,2016,5.453,SP.DYN.CDRT.IN,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
914,2017,5.503,SP.DYN.CDRT.IN,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
915,2018,5.562,SP.DYN.CDRT.IN,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
916,2019,5.63,SP.DYN.CDRT.IN,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
917,2020,5.7059999999999995,SP.DYN.CDRT.IN,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
918,2016,7.389,SP.DYN.CDRT.IN,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
919,2017,7.298,SP.DYN.CDRT.IN,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
920,2018,7.214,SP.DYN.CDRT.IN,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
921,2019,7.135,SP.DYN.CDRT.IN,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
922,2020,7.061,SP.DYN.CDRT.IN,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
923,2016,9.919,SP.DYN.CDRT.IN,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
924,2017,9.691,SP.DYN.CDRT.IN,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
925,2018,9.482,SP.DYN.CDRT.IN,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
926,2019,9.292,SP.DYN.CDRT.IN,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
927,2020,9.118,SP.DYN.CDRT.IN,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
928,2016,6.987,SP.DYN.CDRT.IN,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
929,2017,6.828,SP.DYN.CDRT.IN,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
930,2018,6.705,SP.DYN.CDRT.IN,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
931,2019,6.612,SP.DYN.CDRT.IN,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
932,2020,6.546,SP.DYN.CDRT.IN,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
933,2016,4.933,SP.DYN.CDRT.IN,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
934,2017,5.005,SP.DYN.CDRT.IN,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
935,2018,5.078,SP.DYN.CDRT.IN,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
936,2019,5.152,SP.DYN.CDRT.IN,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
937,2020,5.227,SP.DYN.CDRT.IN,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
938,2016,10.5,SP.DYN.CDRT.IN,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
939,2017,10.262,SP.DYN.CDRT.IN,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
940,2018,10.053,SP.DYN.CDRT.IN,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
941,2019,9.869,SP.DYN.CDRT.IN,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
942,2020,9.707,SP.DYN.CDRT.IN,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
943,2016,12.3,SP.DYN.CDRT.IN,HRV,Croatia,Europe & Central Asia,High income,IBRD
944,2017,13.0,SP.DYN.CDRT.IN,HRV,Croatia,Europe & Central Asia,High income,IBRD
945,2018,12.9,SP.DYN.CDRT.IN,HRV,Croatia,Europe & Central Asia,High income,IBRD
946,2019,12.7,SP.DYN.CDRT.IN,HRV,Croatia,Europe & Central Asia,High income,IBRD
947,2020,14.1,SP.DYN.CDRT.IN,HRV,Croatia,Europe & Central Asia,High income,IBRD
948,2016,8.665,SP.DYN.CDRT.IN,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
949,2017,8.827,SP.DYN.CDRT.IN,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
950,2018,8.988,SP.DYN.CDRT.IN,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
951,2019,9.146,SP.DYN.CDRT.IN,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
952,2020,9.3,SP.DYN.CDRT.IN,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
953,2016,9.3,SP.DYN.CDRT.IN,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
954,2017,8.9,SP.DYN.CDRT.IN,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
955,2018,8.8,SP.DYN.CDRT.IN,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
956,2019,8.8,SP.DYN.CDRT.IN,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
957,2020,9.0,SP.DYN.CDRT.IN,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
958,2016,6.89,SP.DYN.CDRT.IN,CYP,Cyprus,Europe & Central Asia,High income,Not classified
959,2017,6.952,SP.DYN.CDRT.IN,CYP,Cyprus,Europe & Central Asia,High income,Not classified
960,2018,7.022,SP.DYN.CDRT.IN,CYP,Cyprus,Europe & Central Asia,High income,Not classified
961,2019,7.099,SP.DYN.CDRT.IN,CYP,Cyprus,Europe & Central Asia,High income,Not classified
962,2020,7.182,SP.DYN.CDRT.IN,CYP,Cyprus,Europe & Central Asia,High income,Not classified
963,2016,10.2,SP.DYN.CDRT.IN,CZE,Czechia,Europe & Central Asia,High income,Not classified
964,2017,10.5,SP.DYN.CDRT.IN,CZE,Czechia,Europe & Central Asia,High income,Not classified
965,2018,10.6,SP.DYN.CDRT.IN,CZE,Czechia,Europe & Central Asia,High income,Not classified
966,2019,10.5,SP.DYN.CDRT.IN,CZE,Czechia,Europe & Central Asia,High income,Not classified
967,2020,12.1,SP.DYN.CDRT.IN,CZE,Czechia,Europe & Central Asia,High income,Not classified
968,2016,9.2,SP.DYN.CDRT.IN,DNK,Denmark,Europe & Central Asia,High income,Not classified
969,2017,9.2,SP.DYN.CDRT.IN,DNK,Denmark,Europe & Central Asia,High income,Not classified
970,2018,9.5,SP.DYN.CDRT.IN,DNK,Denmark,Europe & Central Asia,High income,Not classified
971,2019,9.3,SP.DYN.CDRT.IN,DNK,Denmark,Europe & Central Asia,High income,Not classified
972,2020,9.4,SP.DYN.CDRT.IN,DNK,Denmark,Europe & Central Asia,High income,Not classified
973,2016,7.545,SP.DYN.CDRT.IN,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
974,2017,7.293,SP.DYN.CDRT.IN,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
975,2018,7.102,SP.DYN.CDRT.IN,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
976,2019,6.979,SP.DYN.CDRT.IN,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
977,2020,6.922,SP.DYN.CDRT.IN,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
978,2016,9.6,SP.DYN.CDRT.IN,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
979,2016,6.097,SP.DYN.CDRT.IN,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
980,2017,6.12,SP.DYN.CDRT.IN,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
981,2018,6.15,SP.DYN.CDRT.IN,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
982,2019,6.188,SP.DYN.CDRT.IN,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
983,2020,6.233,SP.DYN.CDRT.IN,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
984,2016,5.098,SP.DYN.CDRT.IN,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
985,2017,5.101,SP.DYN.CDRT.IN,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
986,2018,5.109,SP.DYN.CDRT.IN,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
987,2019,5.121,SP.DYN.CDRT.IN,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
988,2020,5.139,SP.DYN.CDRT.IN,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
989,2016,5.915,SP.DYN.CDRT.IN,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
990,2017,5.8629999999999995,SP.DYN.CDRT.IN,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
991,2018,5.817,SP.DYN.CDRT.IN,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
992,2019,5.7780000000000005,SP.DYN.CDRT.IN,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
993,2020,5.748,SP.DYN.CDRT.IN,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
994,2016,6.984,SP.DYN.CDRT.IN,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
995,2017,7.011,SP.DYN.CDRT.IN,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
996,2018,7.04,SP.DYN.CDRT.IN,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
997,2019,7.07,SP.DYN.CDRT.IN,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
998,2020,7.102,SP.DYN.CDRT.IN,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
999,2016,9.768,SP.DYN.CDRT.IN,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1000,2017,9.542,SP.DYN.CDRT.IN,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1001,2018,9.323,SP.DYN.CDRT.IN,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1002,2019,9.112,SP.DYN.CDRT.IN,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1003,2020,8.908,SP.DYN.CDRT.IN,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
1004,2016,7.5,SP.DYN.CDRT.IN,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
1005,2017,7.326,SP.DYN.CDRT.IN,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
1006,2018,7.163,SP.DYN.CDRT.IN,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
1007,2019,7.012,SP.DYN.CDRT.IN,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
1008,2020,6.871,SP.DYN.CDRT.IN,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
1009,2016,11.7,SP.DYN.CDRT.IN,EST,Estonia,Europe & Central Asia,High income,Not classified
1010,2017,11.8,SP.DYN.CDRT.IN,EST,Estonia,Europe & Central Asia,High income,Not classified
1011,2018,11.9,SP.DYN.CDRT.IN,EST,Estonia,Europe & Central Asia,High income,Not classified
1012,2019,11.6,SP.DYN.CDRT.IN,EST,Estonia,Europe & Central Asia,High income,Not classified
1013,2020,11.9,SP.DYN.CDRT.IN,EST,Estonia,Europe & Central Asia,High income,Not classified
1014,2016,10.462,SP.DYN.CDRT.IN,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1015,2017,9.843,SP.DYN.CDRT.IN,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1016,2018,9.376,SP.DYN.CDRT.IN,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1017,2019,9.059,SP.DYN.CDRT.IN,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1018,2020,8.877,SP.DYN.CDRT.IN,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
1019,2016,6.844,SP.DYN.CDRT.IN,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1020,2017,6.691,SP.DYN.CDRT.IN,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1021,2018,6.551,SP.DYN.CDRT.IN,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1022,2019,6.418,SP.DYN.CDRT.IN,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1023,2020,6.289,SP.DYN.CDRT.IN,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
1024,2016,7.7,SP.DYN.CDRT.IN,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1025,2017,8.9,SP.DYN.CDRT.IN,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1026,2018,7.7,SP.DYN.CDRT.IN,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1027,2019,8.0,SP.DYN.CDRT.IN,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1028,2020,7.0,SP.DYN.CDRT.IN,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
1029,2016,8.17,SP.DYN.CDRT.IN,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1030,2017,8.18,SP.DYN.CDRT.IN,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1031,2018,8.208,SP.DYN.CDRT.IN,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1032,2019,8.257,SP.DYN.CDRT.IN,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1033,2020,8.327,SP.DYN.CDRT.IN,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
1034,2016,9.8,SP.DYN.CDRT.IN,FIN,Finland,Europe & Central Asia,High income,Not classified
1035,2017,9.8,SP.DYN.CDRT.IN,FIN,Finland,Europe & Central Asia,High income,Not classified
1036,2018,9.9,SP.DYN.CDRT.IN,FIN,Finland,Europe & Central Asia,High income,Not classified
1037,2019,9.8,SP.DYN.CDRT.IN,FIN,Finland,Europe & Central Asia,High income,Not classified
1038,2020,10.0,SP.DYN.CDRT.IN,FIN,Finland,Europe & Central Asia,High income,Not classified
1039,2016,8.9,SP.DYN.CDRT.IN,FRA,France,Europe & Central Asia,High income,Not classified
1040,2017,9.1,SP.DYN.CDRT.IN,FRA,France,Europe & Central Asia,High income,Not classified
1041,2018,9.1,SP.DYN.CDRT.IN,FRA,France,Europe & Central Asia,High income,Not classified
1042,2019,9.1,SP.DYN.CDRT.IN,FRA,France,Europe & Central Asia,High income,Not classified
1043,2020,9.9,SP.DYN.CDRT.IN,FRA,France,Europe & Central Asia,High income,Not classified
1044,2016,5.49,SP.DYN.CDRT.IN,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
1045,2017,5.566,SP.DYN.CDRT.IN,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
1046,2018,5.649,SP.DYN.CDRT.IN,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
1047,2019,5.742,SP.DYN.CDRT.IN,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
1048,2020,5.842,SP.DYN.CDRT.IN,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
1049,2016,7.201,SP.DYN.CDRT.IN,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1050,2017,6.998,SP.DYN.CDRT.IN,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1051,2018,6.833,SP.DYN.CDRT.IN,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1052,2019,6.704,SP.DYN.CDRT.IN,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1053,2020,6.603,SP.DYN.CDRT.IN,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
1054,2016,8.191,SP.DYN.CDRT.IN,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1055,2017,8.044,SP.DYN.CDRT.IN,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1056,2018,7.8870000000000005,SP.DYN.CDRT.IN,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1057,2019,7.7219999999999995,SP.DYN.CDRT.IN,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1058,2020,7.55,SP.DYN.CDRT.IN,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
1059,2016,12.992,SP.DYN.CDRT.IN,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1060,2017,12.918,SP.DYN.CDRT.IN,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1061,2018,12.849,SP.DYN.CDRT.IN,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1062,2019,12.791,SP.DYN.CDRT.IN,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1063,2020,12.746,SP.DYN.CDRT.IN,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
1064,2016,11.1,SP.DYN.CDRT.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
1065,2017,11.3,SP.DYN.CDRT.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
1066,2018,11.5,SP.DYN.CDRT.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
1067,2019,11.3,SP.DYN.CDRT.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
1068,2020,11.9,SP.DYN.CDRT.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
1069,2016,7.533,SP.DYN.CDRT.IN,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1070,2017,7.414,SP.DYN.CDRT.IN,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1071,2018,7.309,SP.DYN.CDRT.IN,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1072,2019,7.219,SP.DYN.CDRT.IN,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1073,2020,7.145,SP.DYN.CDRT.IN,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
1074,2016,11.0,SP.DYN.CDRT.IN,GRC,Greece,Europe & Central Asia,High income,Not classified
1075,2017,11.6,SP.DYN.CDRT.IN,GRC,Greece,Europe & Central Asia,High income,Not classified
1076,2018,11.2,SP.DYN.CDRT.IN,GRC,Greece,Europe & Central Asia,High income,Not classified
1077,2019,11.7,SP.DYN.CDRT.IN,GRC,Greece,Europe & Central Asia,High income,Not classified
1078,2020,12.2,SP.DYN.CDRT.IN,GRC,Greece,Europe & Central Asia,High income,Not classified
1079,2016,8.7,SP.DYN.CDRT.IN,GRL,Greenland,Europe & Central Asia,High income,Not classified
1080,2017,8.9,SP.DYN.CDRT.IN,GRL,Greenland,Europe & Central Asia,High income,Not classified
1081,2018,8.7,SP.DYN.CDRT.IN,GRL,Greenland,Europe & Central Asia,High income,Not classified
1082,2019,9.8,SP.DYN.CDRT.IN,GRL,Greenland,Europe & Central Asia,High income,Not classified
1083,2020,9.2,SP.DYN.CDRT.IN,GRL,Greenland,Europe & Central Asia,High income,Not classified
1084,2016,9.538,SP.DYN.CDRT.IN,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1085,2017,9.563,SP.DYN.CDRT.IN,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1086,2018,9.576,SP.DYN.CDRT.IN,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1087,2019,9.582,SP.DYN.CDRT.IN,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1088,2020,9.587,SP.DYN.CDRT.IN,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
1089,2016,5.123,SP.DYN.CDRT.IN,GUM,Guam,East Asia & Pacific,High income,Not classified
1090,2017,5.166,SP.DYN.CDRT.IN,GUM,Guam,East Asia & Pacific,High income,Not classified
1091,2018,5.216,SP.DYN.CDRT.IN,GUM,Guam,East Asia & Pacific,High income,Not classified
1092,2019,5.273,SP.DYN.CDRT.IN,GUM,Guam,East Asia & Pacific,High income,Not classified
1093,2020,5.338,SP.DYN.CDRT.IN,GUM,Guam,East Asia & Pacific,High income,Not classified
1094,2016,4.791,SP.DYN.CDRT.IN,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1095,2017,4.7620000000000005,SP.DYN.CDRT.IN,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1096,2018,4.7379999999999995,SP.DYN.CDRT.IN,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1097,2019,4.72,SP.DYN.CDRT.IN,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1098,2020,4.7059999999999995,SP.DYN.CDRT.IN,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
1099,2016,9.013,SP.DYN.CDRT.IN,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1100,2017,8.715,SP.DYN.CDRT.IN,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1101,2018,8.452,SP.DYN.CDRT.IN,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1102,2019,8.225,SP.DYN.CDRT.IN,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1103,2020,8.033,SP.DYN.CDRT.IN,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
1104,2016,10.014,SP.DYN.CDRT.IN,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1105,2017,9.805,SP.DYN.CDRT.IN,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1106,2018,9.612,SP.DYN.CDRT.IN,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1107,2019,9.434,SP.DYN.CDRT.IN,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1108,2020,9.268,SP.DYN.CDRT.IN,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
1109,2016,7.283,SP.DYN.CDRT.IN,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1110,2017,7.365,SP.DYN.CDRT.IN,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1111,2018,7.456,SP.DYN.CDRT.IN,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1112,2019,7.551,SP.DYN.CDRT.IN,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1113,2020,7.65,SP.DYN.CDRT.IN,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
1114,2016,8.759,SP.DYN.CDRT.IN,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1115,2017,8.638,SP.DYN.CDRT.IN,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1116,2018,8.534,SP.DYN.CDRT.IN,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1117,2019,8.448,SP.DYN.CDRT.IN,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1118,2020,8.379,SP.DYN.CDRT.IN,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
1119,2016,4.423,SP.DYN.CDRT.IN,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1120,2017,4.428,SP.DYN.CDRT.IN,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1121,2018,4.437,SP.DYN.CDRT.IN,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1122,2019,4.45,SP.DYN.CDRT.IN,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1123,2020,4.465,SP.DYN.CDRT.IN,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
1124,2016,6.4,SP.DYN.CDRT.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1125,2017,6.3,SP.DYN.CDRT.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1126,2018,6.4,SP.DYN.CDRT.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1127,2019,6.5,SP.DYN.CDRT.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1128,2020,6.8,SP.DYN.CDRT.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
1129,2016,13.0,SP.DYN.CDRT.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
1130,2017,13.5,SP.DYN.CDRT.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
1131,2018,13.4,SP.DYN.CDRT.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
1132,2019,13.3,SP.DYN.CDRT.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
1133,2020,14.5,SP.DYN.CDRT.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
1134,2016,6.9,SP.DYN.CDRT.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
1135,2017,6.5,SP.DYN.CDRT.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
1136,2018,6.4,SP.DYN.CDRT.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
1137,2019,6.3,SP.DYN.CDRT.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
1138,2020,6.3,SP.DYN.CDRT.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
1139,2016,7.195,SP.DYN.CDRT.IN,IND,India,South Asia,Lower middle income,IBRD
1140,2017,7.21,SP.DYN.CDRT.IN,IND,India,South Asia,Lower middle income,IBRD
1141,2018,7.234,SP.DYN.CDRT.IN,IND,India,South Asia,Lower middle income,IBRD
1142,2019,7.265,SP.DYN.CDRT.IN,IND,India,South Asia,Lower middle income,IBRD
1143,2020,7.301,SP.DYN.CDRT.IN,IND,India,South Asia,Lower middle income,IBRD
1144,2016,6.418,SP.DYN.CDRT.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1145,2017,6.433,SP.DYN.CDRT.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1146,2018,6.465,SP.DYN.CDRT.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1147,2019,6.51,SP.DYN.CDRT.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1148,2020,6.567,SP.DYN.CDRT.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
1149,2016,4.821,SP.DYN.CDRT.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1150,2017,4.835,SP.DYN.CDRT.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1151,2018,4.843,SP.DYN.CDRT.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1152,2019,4.842,SP.DYN.CDRT.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1153,2020,4.835,SP.DYN.CDRT.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
1154,2016,4.889,SP.DYN.CDRT.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1155,2017,4.8260000000000005,SP.DYN.CDRT.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1156,2018,4.776,SP.DYN.CDRT.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1157,2019,4.736,SP.DYN.CDRT.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
